scheme_name,amc,scheme_type,scheme_sub_type,trail_brokerage_incl_gst,amc_normalised
Mirae Asset Nifty India Manufacturing ETF Fund of Fund,Mirae Asset Mutual Fund,EQUITY,Index / ETF,0.27,Mirae Asset Mutual Fund
Mirae Asset Nifty India New Age Consumption ETF Fund of Fund,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Mirae Asset Mutual Fund
Mirae Asset Nifty LargeMidcap 250 Index Fund,Mirae Asset Mutual Fund,EQUITY,Index / ETF,0.4,Mirae Asset Mutual Fund
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Mirae Asset Mutual Fund
Mirae Asset Nifty SDL Jun 2027 Index Fund,Mirae Asset Mutual Fund,DEBT,Medium to Long Duration Fund,0.12,Mirae Asset Mutual Fund
Mirae Asset Nifty SDL June 2028 Index Fund,Mirae Asset Mutual Fund,DEBT,Medium to Long Duration Fund,0.26,Mirae Asset Mutual Fund
Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF FoF,Mirae Asset Mutual Fund,EQUITY,FOF Domestic Equity,0.28,Mirae Asset Mutual Fund
Mirae Asset Nifty Total Market Index Fund,Mirae Asset Mutual Fund,EQUITY,Index / ETF,0.4,Mirae Asset Mutual Fund
Mirae Asset Overnight Fund,Mirae Asset Mutual Fund,DEBT,Overnight Fund,0.08,Mirae Asset Mutual Fund
Mirae Asset S&P 500 Top 50 ETF Fund of Fund,Mirae Asset Mutual Fund,EQUITY,FOF Overseas,0.31,Mirae Asset Mutual Fund
Mirae Asset Short Duration Fund,Mirae Asset Mutual Fund,DEBT,Short Duration Fund,0.72,Mirae Asset Mutual Fund
Mirae Asset Small Cap Fund,Mirae Asset Mutual Fund,EQUITY,Small Cap Fund,1.3,Mirae Asset Mutual Fund
Mirae Asset Ultra Short Duration Fund,Mirae Asset Mutual Fund,DEBT,Ultra Short Duration Fund,0.22,Mirae Asset Mutual Fund
Motilal Oswal 5 Year G-Sec FoF,Motilal Oswal Mutual Fund,DEBT,Gilt Fund,0.06,Motilal Oswal Mutual Fund
Motilal Oswal Active Momentum Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.07,Motilal Oswal Mutual Fund
Motilal Oswal Arbitrage Fund,Motilal Oswal Mutual Fund,DEBT,Arbitrage Fund,0.72,Motilal Oswal Mutual Fund
Motilal Oswal Asset Allocation Passive FoF - Aggressive,Motilal Oswal Mutual Fund,EQUITY,FOF Domestic Equity,0.28,Motilal Oswal Mutual Fund
Motilal Oswal Asset Allocation Passive FoF - Conservative,Motilal Oswal Mutual Fund,HYBRID,FOF Domestic Hybrid,0.28,Motilal Oswal Mutual Fund
Motilal Oswal BSE 1000 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.47,Motilal Oswal Mutual Fund
Motilal Oswal BSE Enhanced Value Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.52,Motilal Oswal Mutual Fund
Motilal Oswal BSE Financials ex Bank 30 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.47,Motilal Oswal Mutual Fund
Motilal Oswal BSE Low Volatility Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.52,Motilal Oswal Mutual Fund
Motilal Oswal BSE Quality Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.47,Motilal Oswal Mutual Fund
Motilal Oswal Balance Advantage Fund,Motilal Oswal Mutual Fund,HYBRID,Dynamic Asset Allocation,0.97,Motilal Oswal Mutual Fund
Motilal Oswal Business Cycle Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.71,Motilal Oswal Mutual Fund
Motilal Oswal Consumption Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.91,Motilal Oswal Mutual Fund
Motilal Oswal Developed Market Ex US ETFs Overseas Equity Passive FOF,Motilal Oswal Mutual Fund,EQUITY,FOF Overseas,0.26,Motilal Oswal Mutual Fund
Motilal Oswal Digital India Fund,Motilal Oswal Mutual Fund,EQUITY,Sectoral Fund,0.71,Motilal Oswal Mutual Fund
Motilal Oswal Diversified Equity Flexicap Passive FoF,Motilal Oswal Mutual Fund,EQUITY,FOF Domestic Equity,0.37,Motilal Oswal Mutual Fund
Motilal Oswal ELSS Tax Saver Fund,Motilal Oswal Mutual Fund,EQUITY,ELSS,0.85,Motilal Oswal Mutual Fund
Motilal Oswal Flexi Cap Fund,Motilal Oswal Mutual Fund,EQUITY,Flexi Cap Fund,0.71,Motilal Oswal Mutual Fund
Motilal Oswal Focused Fund,Motilal Oswal Mutual Fund,EQUITY,Focused Fund,0.9,Motilal Oswal Mutual Fund
Motilal Oswal Gold and Silver Passive FoF,Motilal Oswal Mutual Fund,OTHERS,GOLD PLAN,0.21,Motilal Oswal Mutual Fund
Motilal Oswal Infrastructure Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,1.24,Motilal Oswal Mutual Fund
Motilal Oswal Innovation Opportunities Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,1.24,Motilal Oswal Mutual Fund
Motilal Oswal Large Cap Fund,Motilal Oswal Mutual Fund,EQUITY,Large Cap Fund,0.74,Motilal Oswal Mutual Fund
Motilal Oswal Large and Mid-Cap Fund,Motilal Oswal Mutual Fund,EQUITY,Large and Mid Cap Fu,0.6,Motilal Oswal Mutual Fund
Motilal Oswal Liquid Fund,Motilal Oswal Mutual Fund,DEBT,Liquid Fund,0.12,Motilal Oswal Mutual Fund
Motilal Oswal Manufacturing Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.7,Motilal Oswal Mutual Fund
Motilal Oswal Midcap Fund,Motilal Oswal Mutual Fund,EQUITY,Mid Cap Fund,0.52,Motilal Oswal Mutual Fund
Motilal Oswal Multi Cap Fund,Motilal Oswal Mutual Fund,EQUITY,Multi Cap Fund,0.77,Motilal Oswal Mutual Fund
Motilal Oswal Nasdaq 100 Fund of Fund,Motilal Oswal Mutual Fund,EQUITY,FOF Overseas,0.26,Motilal Oswal Mutual Fund
Motilal Oswal Nifty 200 Momentum 30 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.52,Motilal Oswal Mutual Fund
Motilal Oswal Nifty 50 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.28,Motilal Oswal Mutual Fund
Motilal Oswal Nifty 500 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.54,Motilal Oswal Mutual Fund
Motilal Oswal Nifty 500 Momentum 50 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.52,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Bank Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.59,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Capital Market Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.47,Motilal Oswal Mutual Fund
Motilal Oswal Nifty India Defence Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.47,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Microcap 250 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.45,Motilal Oswal Mutual Fund
Motilal Oswal Nifty MidSmall Financial Services Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.37,Motilal Oswal Mutual Fund
Motilal Oswal Nifty MidSmall Healthcare Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.37,Motilal Oswal Mutual Fund
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.37,Motilal Oswal Mutual Fund
Motilal Oswal Nifty MidSmall India Consumption Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.37,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Midcap 150 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.59,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Next 50 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.54,Motilal Oswal Mutual Fund
Motilal Oswal Nifty Smallcap 250 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.54,Motilal Oswal Mutual Fund
Motilal Oswal Quant Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.07,Motilal Oswal Mutual Fund
Motilal Oswal S&P 500 Index Fund,Motilal Oswal Mutual Fund,EQUITY,Index / ETF,0.45,Motilal Oswal Mutual Fund
Motilal Oswal Services Fund,Motilal Oswal Mutual Fund,EQUITY,Sectoral Fund,1.24,Motilal Oswal Mutual Fund
Motilal Oswal Small Cap Fund,Motilal Oswal Mutual Fund,EQUITY,Small Cap Fund,0.73,Motilal Oswal Mutual Fund
Motilal Oswal Special Opportunities Fund,Motilal Oswal Mutual Fund,EQUITY,Thematic Fund,0.07,Motilal Oswal Mutual Fund
Motilal Oswal Ultra Short Term Fund,Motilal Oswal Mutual Fund,DEBT,Ultra Short Duration Fund,0.64,Motilal Oswal Mutual Fund
NJ Arbitrage Fund,NJ Mutual Fund,DEBT,Arbitrage Fund,0.52,NJ Mutual Fund
NJ Balanced Advantage Fund,NJ Mutual Fund,HYBRID,Balanced Advantage Fund,1.16,NJ Mutual Fund
NJ ELSS Tax Saver Scheme,NJ Mutual Fund,EQUITY,ELSS,1.57,NJ Mutual Fund
NJ Flexi Cap Fund,NJ Mutual Fund,EQUITY,Flexi Cap Fund,1.26,NJ Mutual Fund
NJ Overnight Fund,NJ Mutual Fund,DEBT,Overnight Fund,0.04,NJ Mutual Fund
Navi Aggressive Hybrid Fund,Navi Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.36,Navi Mutual Fund
Navi BSE Sensex Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.32,Navi Mutual Fund
Navi ELSS Tax Saver Fund,Navi Mutual Fund,EQUITY,ELSS,1.36,Navi Mutual Fund
Navi ELSS Tax Saver Nifty 50 Index Fund,Navi Mutual Fund,EQUITY,ELSS,0.47,Navi Mutual Fund
Navi Flexi Cap Fund,Navi Mutual Fund,EQUITY,Flexi Cap Fund,1.36,Navi Mutual Fund
Navi Large & Midcap Fund,Navi Mutual Fund,EQUITY,Large and Mid Cap Fu,1.36,Navi Mutual Fund
Navi Liquid Fund,Navi Mutual Fund,DEBT,Liquid Fund,0.04,Navi Mutual Fund
Navi Nifty 50 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.12,Navi Mutual Fund
Navi Nifty 500 Multicap 50-25-25 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.39,Navi Mutual Fund
Navi Nifty Bank Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.46,Navi Mutual Fund
Navi Nifty IT Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.39,Navi Mutual Fund
Navi Nifty India Manufacturing Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.37,Navi Mutual Fund
Navi Nifty MidSmallcap 400 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.52,Navi Mutual Fund
Navi Nifty Midcap 150 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.45,Navi Mutual Fund
Navi Nifty Next 50 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.46,Navi Mutual Fund
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund,Navi Mutual Fund,EQUITY,Index / ETF,0.4,Navi Mutual Fund
Navi US NASDAQ 100 FoF,Navi Mutual Fund,EQUITY,FOF Overseas,0.08,Navi Mutual Fund
Nippon India Active Momentum Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,0.93,Nippon India Mutual Fund
Nippon India Aggressive Hybrid Fund,Nippon India Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.05,Nippon India Mutual Fund
Nippon India Arbitrage Fund,Nippon India Mutual Fund,DEBT,Arbitrage Fund,0.67,Nippon India Mutual Fund
Nippon India BSE Sensex Next 30 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.28,Nippon India Mutual Fund
Nippon India Balanced Advantage Fund,Nippon India Mutual Fund,HYBRID,Balanced Advantage Fund,0.97,Nippon India Mutual Fund
Nippon India Banking & Financial Services Fund,Nippon India Mutual Fund,EQUITY,Sectoral Fund,1.09,Nippon India Mutual Fund
Nippon India Banking and PSU Fund,Nippon India Mutual Fund,DEBT,Banking and PSU Debt Fund,0.51,Nippon India Mutual Fund
Nippon India CRISIL-IBX AAA Financial Services - Dec 2026 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.15,Nippon India Mutual Fund
Nippon India CRISIL-IBX AAA Financial Services - Jan 2028 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.19,Nippon India Mutual Fund
Nippon India Conservative Hybrid Fund,Nippon India Mutual Fund,DEBT,Conservative Hybrid Fund,1.0,Nippon India Mutual Fund
Nippon India Consumption Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,1.17,Nippon India Mutual Fund
Nippon India Corporate Bond,Nippon India Mutual Fund,DEBT,Corporate Bond Fund,0.4,Nippon India Mutual Fund
Nippon India Credit Risk Fund,Nippon India Mutual Fund,DEBT,Credit Risk Fund,0.9,Nippon India Mutual Fund
Nippon India Diversified Equity Flexicap Passive FOF,Nippon India Mutual Fund,EQUITY,FOF Domestic Equity,0.28,Nippon India Mutual Fund
Nippon India Dynamic Bond Fund,Nippon India Mutual Fund,DEBT,Dynamic Bond Fund,0.39,Nippon India Mutual Fund
Nippon India ELSS Tax Saver Fund,Nippon India Mutual Fund,EQUITY,ELSS,0.97,Nippon India Mutual Fund
Nippon India Equity Savings Fund,Nippon India Mutual Fund,HYBRID,Equity Savings Fund,0.86,Nippon India Mutual Fund
Nippon India Flexi Cap Fund,Nippon India Mutual Fund,EQUITY,Flexi Cap Fund,0.99,Nippon India Mutual Fund
Nippon India Floater Fund,Nippon India Mutual Fund,DEBT,Floater Fund,0.33,Nippon India Mutual Fund
Nippon India Focused Fund,Nippon India Mutual Fund,EQUITY,Focused Fund,1.05,Nippon India Mutual Fund
Nippon India Gilt Fund,Nippon India Mutual Fund,DEBT,Gilt Fund,0.79,Nippon India Mutual Fund
Nippon India Gilt Securities Fund - PF,Nippon India Mutual Fund,DEBT,Gilt Fund,0.79,Nippon India Mutual Fund
Nippon India Gold Savings Fund,Nippon India Mutual Fund,OTHERS,GOLD PLAN,0.2,Nippon India Mutual Fund
Nippon India Growth Mid Cap Fund,Nippon India Mutual Fund,EQUITY,Mid Cap Fund,0.84,Nippon India Mutual Fund
Nippon India Income Plus Arbitrage Active Fund of Fund,Nippon India Mutual Fund,DEBT,FOF Domestic Debt,0.21,Nippon India Mutual Fund
Nippon India Index Fund - BSE Sensex Plan,Nippon India Mutual Fund,EQUITY,Index / ETF,0.07,Nippon India Mutual Fund
Nippon India Index Fund - Nifty 50 Plan,Nippon India Mutual Fund,EQUITY,Index / ETF,0.17,Nippon India Mutual Fund
Nippon India Innovation Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,1.19,Nippon India Mutual Fund
Nippon India Japan Equity Fund,Nippon India Mutual Fund,EQUITY,FOF Overseas,1.36,Nippon India Mutual Fund
Nippon India Large Cap Fund,Nippon India Mutual Fund,EQUITY,Large Cap Fund,0.86,Nippon India Mutual Fund
Nippon India Liquid Fund,Nippon India Mutual Fund,DEBT,Liquid Fund,0.18,Nippon India Mutual Fund
Nippon India Low Duration Fund,Nippon India Mutual Fund,DEBT,Low Duration Fund,0.59,Nippon India Mutual Fund
Nippon India MNC Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,1.62,Nippon India Mutual Fund
Nippon India Medium Duration Fund,Nippon India Mutual Fund,DEBT,Medium Duration Fund,0.42,Nippon India Mutual Fund
Nippon India Medium to Long Duration Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.9,Nippon India Mutual Fund
Nippon India Money Market Fund,Nippon India Mutual Fund,DEBT,Money Market Fund,0.14,Nippon India Mutual Fund
Nippon India Multi - Asset OMNI FOF,Nippon India Mutual Fund,HYBRID,FOF Domestic Hybrid,0.67,Nippon India Mutual Fund
Nippon India Multi Asset Allocation Fund,Nippon India Mutual Fund,HYBRID,Multi Asset Allocation,0.71,Nippon India Mutual Fund
Nippon India Multi Cap Fund,Nippon India Mutual Fund,EQUITY,Multi Cap Fund,0.86,Nippon India Mutual Fund
Nippon India Nifty 50 Value 20 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.33,Nippon India Mutual Fund
Nippon India Nifty 500 Equal Weight Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.51,Nippon India Mutual Fund
Nippon India Nifty 500 Low Volatility 50 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.52,Nippon India Mutual Fund
Nippon India Nifty 500 Momentum 50 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.48,Nippon India Mutual Fund
Nippon India Nifty 500 Quality 50 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.53,Nippon India Mutual Fund
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60-40 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.15,Nippon India Mutual Fund
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50-50 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.17,Nippon India Mutual Fund
Nippon India Nifty Alpha Low Volatility 30 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.38,Nippon India Mutual Fund
Nippon India Nifty Auto Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.53,Nippon India Mutual Fund
Nippon India Nifty Bank Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.47,Nippon India Mutual Fund
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund,Nippon India Mutual Fund,DEBT,Gilt Fund,0.2,Nippon India Mutual Fund
Nippon India Nifty G-Sec Oct 2028 Maturity Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.11,Nippon India Mutual Fund
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund,Nippon India Mutual Fund,DEBT,Gilt Fund,0.21,Nippon India Mutual Fund
Nippon India Nifty IT Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.5,Nippon India Mutual Fund
Nippon India Nifty India Manufacturing Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.44,Nippon India Mutual Fund
Nippon India Nifty Midcap 150 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.35,Nippon India Mutual Fund
Nippon India Nifty Next 50 Junior BeES FoF,Nippon India Mutual Fund,EQUITY,FOF Domestic Equity,0.15,Nippon India Mutual Fund
Nippon India Nifty Realty Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.53,Nippon India Mutual Fund
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70-30 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.21,Nippon India Mutual Fund
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70-30 Index Fund,Nippon India Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,Nippon India Mutual Fund
Nippon India Nifty Smallcap 250 Index Fund,Nippon India Mutual Fund,EQUITY,Index / ETF,0.51,Nippon India Mutual Fund
Nippon India Nivesh Lakshya Long Duration Fund,Nippon India Mutual Fund,DEBT,Long Duration Fund,0.31,Nippon India Mutual Fund
Nippon India Overnight Fund,Nippon India Mutual Fund,DEBT,Overnight Fund,0.08,Nippon India Mutual Fund
Nippon India Pharma Fund,Nippon India Mutual Fund,EQUITY,Sectoral Fund,0.99,Nippon India Mutual Fund
Nippon India Power & Infra Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,1.04,Nippon India Mutual Fund
Nippon India Quant Fund,Nippon India Mutual Fund,EQUITY,Thematic Fund,0.51,Nippon India Mutual Fund
Nippon India Retirement Fund - Income Generation Scheme,Nippon India Mutual Fund,DEBT,Conservative Hybrid Fund,1.18,Nippon India Mutual Fund
Nippon India Retirement Fund - Wealth Creation Scheme,Nippon India Mutual Fund,EQUITY,Multi Cap Fund,1.07,Nippon India Mutual Fund
Nippon India Short Duration Fund,Nippon India Mutual Fund,DEBT,Short Duration Fund,0.65,Nippon India Mutual Fund
Nippon India Silver ETF Fund of Fund,Nippon India Mutual Fund,OTHERS,Silver Plan,0.39,Nippon India Mutual Fund
Nippon India Small Cap Fund,Nippon India Mutual Fund,EQUITY,Small Cap Fund,0.74,Nippon India Mutual Fund
Nippon India Taiwan Equity Fund,Nippon India Mutual Fund,EQUITY,FOF Overseas,1.26,Nippon India Mutual Fund
Nippon India Ultra Short Duration Fund,Nippon India Mutual Fund,DEBT,Ultra Short Duration Fund,0.66,Nippon India Mutual Fund
Nippon India Us Equity Opportunities Fund,Nippon India Mutual Fund,EQUITY,FOF Overseas,1.38,Nippon India Mutual Fund
Nippon India Value Fund,Nippon India Mutual Fund,EQUITY,Value Fund,1.01,Nippon India Mutual Fund
Nippon India Vision Large & Mid Cap Fund,Nippon India Mutual Fund,EQUITY,Large and Mid Cap Fu,1.1,Nippon India Mutual Fund
OLD BRIDGE ARBITRAGE FUND,Old Bridge Mutual Fund,DEBT,Arbitrage Fund,0.59,Old Bridge Mutual Fund
Old Bridge Focused Fund,Old Bridge Mutual Fund,EQUITY,Focused Fund,0.64,Old Bridge Mutual Fund
PGIM India Aggressive Hybrid Equity Fund,PGIM India Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.56,PGIM India Mutual Fund
PGIM India Arbitrage Fund,PGIM India Mutual Fund,DEBT,Arbitrage Fund,0.64,PGIM India Mutual Fund
PGIM India Balanced Advantage Fund,PGIM India Mutual Fund,HYBRID,Balanced Advantage Fund,1.46,PGIM India Mutual Fund
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund,PGIM India Mutual Fund,DEBT,Medium to Long Duration Fund,0.12,PGIM India Mutual Fund
PGIM India Corporate Bond Fund,PGIM India Mutual Fund,DEBT,Corporate Bond Fund,0.58,PGIM India Mutual Fund
PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,DEBT,Dynamic Bond Fund,1.05,PGIM India Mutual Fund
PGIM India ELSS Tax Saver Fund,PGIM India Mutual Fund,EQUITY,ELSS,1.5,PGIM India Mutual Fund
PGIM India Emerging Markets Equity Fund of Fund,PGIM India Mutual Fund,EQUITY,FOF Overseas,0.73,PGIM India Mutual Fund
PGIM India Equity Savings Fund,PGIM India Mutual Fund,HYBRID,Equity Savings Fund,0.7,PGIM India Mutual Fund
PGIM India Flexi Cap Fund,PGIM India Mutual Fund,EQUITY,Flexi Cap Fund,1.0,PGIM India Mutual Fund
PGIM India Gilt Fund,PGIM India Mutual Fund,DEBT,Gilt Fund,0.93,PGIM India Mutual Fund
PGIM India Global Equity Opportunities Fund of Fund,PGIM India Mutual Fund,EQUITY,FOF Overseas,0.73,PGIM India Mutual Fund
PGIM India Global Select Real Estate Securities FoF,PGIM India Mutual Fund,EQUITY,FOF Overseas,0.61,PGIM India Mutual Fund
PGIM India Healthcare Fund,PGIM India Mutual Fund,EQUITY,Sectoral Fund,1.64,PGIM India Mutual Fund
PGIM India Large Cap Fund,PGIM India Mutual Fund,EQUITY,Large Cap Fund,1.64,PGIM India Mutual Fund
PGIM India Large and Mid Cap Fund,PGIM India Mutual Fund,EQUITY,Large and Mid Cap Fu,1.56,PGIM India Mutual Fund
PGIM India Liquid Fund,PGIM India Mutual Fund,DEBT,Liquid Fund,0.09,PGIM India Mutual Fund
PGIM India Midcap Fund,PGIM India Mutual Fund,EQUITY,Mid Cap Fund,0.91,PGIM India Mutual Fund
PGIM India Money Market Fund,PGIM India Mutual Fund,DEBT,Money Market Fund,0.24,PGIM India Mutual Fund
PGIM India Multi Asset Allocation Fund,PGIM India Mutual Fund,HYBRID,Multi Asset Allocation,1.42,PGIM India Mutual Fund
PGIM India Multi Cap Fund,PGIM India Mutual Fund,EQUITY,Multi Cap Fund,1.64,PGIM India Mutual Fund
PGIM India Overnight Fund,PGIM India Mutual Fund,DEBT,Overnight Fund,0.01,PGIM India Mutual Fund
PGIM India Retirement Fund,PGIM India Mutual Fund,EQUITY,Multi Cap Fund,1.45,PGIM India Mutual Fund
PGIM India Small Cap Fund,PGIM India Mutual Fund,EQUITY,Small Cap Fund,1.33,PGIM India Mutual Fund
PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,DEBT,Ultra Short Duration Fund,0.64,PGIM India Mutual Fund
Parag Parikh Arbitrage Fund,PPFAS Mutual Fund,DEBT,Arbitrage Fund,0.25,PPFAS Mutual Fund
Parag Parikh Conservative Hybrid Fund,PPFAS Mutual Fund,DEBT,Conservative Hybrid Fund,0.18,PPFAS Mutual Fund
Parag Parikh Dynamic Asset Allocation Fund,PPFAS Mutual Fund,HYBRID,Dynamic Asset Allocation,0.18,PPFAS Mutual Fund
Parag Parikh ELSS Tax Saver Fund,PPFAS Mutual Fund,EQUITY,ELSS,0.67,PPFAS Mutual Fund
Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,EQUITY,Flexi Cap Fund,0.44,PPFAS Mutual Fund
Parag Parikh Large Cap Fund,PPFAS Mutual Fund,EQUITY,Large Cap Fund,0.25,PPFAS Mutual Fund
Parag Parikh Liquid Fund,PPFAS Mutual Fund,DEBT,Liquid Fund,0.07,PPFAS Mutual Fund
QSIF Equity Ex-Top 100 Long-Short Fund,QSIF,EQUITY,Long-Short,0.93,QSIF
QSIF Equity Long-Short Fund,QSIF,EQUITY,Long-Short,0.93,QSIF
QSIF Hybrid Long-Short Fund,QSIF,HYBRID,Hybrid Long-Short Fund,0.93,QSIF
Quant Aggressive Hybrid Fund,Quant Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.58,Quant Mutual Fund
Quant Arbitrage Fund,Quant Mutual Fund,DEBT,Arbitrage Fund,0.35,Quant Mutual Fund
Quant BFSI Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.99,Quant Mutual Fund
Quant Business Cycle Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.71,Quant Mutual Fund
Quant Commodities Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.99,Quant Mutual Fund
Quant Consumption Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.99,Quant Mutual Fund
Quant Dynamic Asset Allocation Fund,Quant Mutual Fund,HYBRID,Dynamic Asset Allocation,0.71,Quant Mutual Fund
Quant ELSS Tax Saver Fund,Quant Mutual Fund,EQUITY,ELSS,0.46,Quant Mutual Fund
Quant ESG Integration Strategy Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.99,Quant Mutual Fund
Quant Equity Savings Fund,Quant Mutual Fund,HYBRID,Equity Savings Fund,0.85,Quant Mutual Fund
Quant Flexi Cap Fund,Quant Mutual Fund,EQUITY,Flexi Cap Fund,0.54,Quant Mutual Fund
Quant Focused fund,Quant Mutual Fund,EQUITY,Focused Fund,0.71,Quant Mutual Fund
Quant Gilt Fund,Quant Mutual Fund,DEBT,Gilt Fund,0.63,Quant Mutual Fund
Quant Healthcare Fund,Quant Mutual Fund,EQUITY,Sectoral Fund,0.99,Quant Mutual Fund
Quant Infrastructure Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.58,Quant Mutual Fund
Quant Large Cap Fund,Quant Mutual Fund,EQUITY,Large Cap Fund,0.71,Quant Mutual Fund
Quant Large and Mid Cap Fund,Quant Mutual Fund,EQUITY,Large and Mid Cap Fu,0.58,Quant Mutual Fund
